0.0	-50.0
0.1	-50.0
0.2	-50.0
0.3	-50.0
0.4	-50.0
0.5	-50.0
0.6	-50.0
0.7	-50.0
0.8	-50.0
0.9	-50.0
1.0	-50.0
1.1	-50.0
1.2	-50.0
1.3	-50.0
1.4	-50.0
1.5	-50.0
1.6	-50.0
1.7	-50.0
1.8	-50.0
1.9	-50.0
2.0	-50.0
2.1	-50.0
2.2	-50.0
2.3	-50.0
2.4	-50.0
2.5	-50.0
2.6	-50.0
2.7	-50.0
2.8	-50.0
2.9	-50.0
3.0	-50.0
3.1	-50.0
3.2	-50.0
3.3	-50.0
3.4	-50.0
3.5	-50.0
3.6	-50.0
3.7	-50.0
3.8	-50.0
3.9	-50.0
4.0	-50.0
4.1	-50.0
4.2	-50.0
4.3	-50.0
4.4	-50.0
4.5	-50.0
4.6	-50.0
4.7	-50.0
4.8	-50.0
4.9	-50.0
5.0	-50.0
5.1	-50.0
5.2	-50.0
5.3	-50.0
5.4	-50.0
5.5	-50.0
5.6	-50.0
5.7	-50.0
5.8	-50.0
5.9	-50.0
6.0	-50.0
6.1	-50.0
6.2	-50.0
6.3	-50.0
6.4	-50.0
6.5	-50.0
6.6	-50.0
6.7	-50.0
6.8	-50.0
6.9	-50.0
7.0	-50.0
7.1	-50.0
7.2	-50.0
7.3	-50.0
7.4	-50.0
7.5	-50.0
7.6	-50.0
7.7	-50.0
7.8	-50.0
7.9	-50.0
8.0	-50.0
8.1	-50.0
8.2	-50.0
8.3	-50.0
8.4	-50.0
8.5	-50.0
8.6	-50.0
8.7	-50.0
8.8	-50.0
8.9	-50.0
9.0	-50.0
9.1	-50.0
9.2	-50.0
9.3	-50.0
9.4	-50.0
9.5	-50.0
9.6	-50.0
9.7	-50.0
9.8	-50.0
9.9	-50.0
10.0	-50.0
10.1	-50.0
10.2	-50.0
10.3	-50.0
10.4	-50.0
10.5	-50.0
10.6	-50.0
10.7	-50.0
10.8	-50.0
10.9	-50.0
11.0	-50.0
11.1	-50.0
11.2	-50.0
11.3	-50.0
11.4	-50.0
11.5	-50.0
11.6	-50.0
11.7	-50.0
11.8	-50.0
11.9	-50.0
12.0	-50.0
12.1	-50.0
12.2	-50.0
12.3	-50.0
12.4	-50.0
12.5	-50.0
12.6	-50.0
12.7	-50.0
12.8	-50.0
12.9	-50.0
13.0	-50.0
13.1	-50.0
13.2	-50.0
13.3	-50.0
13.4	-50.0
13.5	-50.0
13.6	-50.0
13.7	-50.0
13.8	-50.0
13.9	-50.0
14.0	-50.0
14.1	-50.0
14.2	-50.0
14.3	-50.0
14.4	-50.0
14.5	-50.0
14.6	-50.0
14.7	-50.0
14.8	-50.0
14.9	-50.0
15.0	-50.0
15.1	-50.0
15.2	-50.0
15.3	-50.0
15.4	-50.0
15.5	-50.0
15.6	-50.0
15.7	-50.0
15.8	-50.0
15.9	-50.0
16.0	-50.0
16.1	-50.0
16.2	-50.0
16.3	-50.0
16.4	-50.0
16.5	-50.0
16.6	-50.0
16.7	-50.0
16.8	-50.0
16.9	-50.0
17.0	-50.0
17.1	-50.0
17.2	-50.0
17.3	-50.0
17.4	-50.0
17.5	-50.0
17.6	-50.0
17.7	-50.0
17.8	-50.0
17.9	-50.0
18.0	-50.0
18.1	-50.0
18.2	-50.0
18.3	-50.0
18.4	-50.0
18.5	-50.0
18.6	-50.0
18.7	-50.0
18.8	-50.0
18.9	-50.0
19.0	-50.0
19.1	-50.0
19.2	-50.0
19.3	-50.0
19.4	-50.0
19.5	-50.0
19.6	-50.0
19.7	-50.0
19.8	-50.0
19.9	-50.0
20.0	-50.0
20.1	-50.0
20.2	-49.631
20.3	-49.2738
20.4	-48.928
20.5	-48.5933
20.6	-48.2691
20.7	-47.9553
20.8	-47.6515
20.9	-47.3573
21.0	-47.0725
21.1	-46.7967
21.2	-46.5297
21.3	-46.2712
21.4	-46.0209
21.5	-45.7786
21.6	-45.5441
21.7	-45.317
21.8	-45.0972
21.9	-44.8845
22.0	-44.6786
22.1	-44.4793
22.2	-44.2865
22.3	-44.0999
22.4	-43.9194
22.5	-43.7448
22.6	-43.5759
22.7	-43.4125
22.8	-43.2546
22.9	-43.1018
23.0	-42.9542
23.1	-42.8115
23.2	-42.6736
23.3	-42.5404
23.4	-42.4117
23.5	-42.2874
23.6	-42.1674
23.7	-42.0516
23.8	-41.9398
23.9	-41.832
24.0	-41.728
24.1	-41.6278
24.2	-41.2248
24.3	-40.8369
24.4	-40.4633
24.5	-40.1036
24.6	-39.7573
24.7	-39.4238
24.8	-39.1027
24.9	-38.7936
25.0	-38.496
25.1	-38.2095
25.2	-37.9337
25.3	-37.6682
25.4	-37.4127
25.5	-37.1668
25.6	-36.9302
25.7	-36.7026
25.8	-36.4837
25.9	-36.2732
26.0	-36.0707
26.1	-35.8761
26.2	-35.6891
26.3	-35.5093
26.4	-35.3367
26.5	-35.1709
26.6	-35.0118
26.7	-65.0
26.8	-65.0
26.9	-64.5201
27.0	-64.0534
27.1	-63.5997
27.2	-63.1585
27.3	-62.7294
27.4	-62.312
27.5	-61.906
27.6	-61.511
27.7	-61.1267
27.8	-60.7528
27.9	-60.3889
28.0	-60.0348
28.1	-59.6902
28.2	-59.3548
28.3	-59.0282
28.4	-58.7104
28.5	-58.4009
28.6	-58.0997
28.7	-57.8063
28.8	-57.5207
28.9	-57.2426
29.0	-56.9717
29.1	-56.708
29.2	-56.4511
29.3	-56.2008
29.4	-55.9571
29.5	-55.7197
29.6	-55.4885
29.7	-55.2633
29.8	-55.0438
29.9	-54.8301
30.0	-54.6218
30.1	-54.4189
30.2	-54.2212
30.3	-54.0286
30.4	-53.841
30.5	-53.6582
30.6	-53.48
30.7	-53.3065
30.8	-53.1374
30.9	-52.9726
31.0	-52.812
31.1	-52.6556
31.2	-52.5031
31.3	-52.3546
31.4	-52.2099
31.5	-52.0689
31.6	-51.9315
31.7	-51.7976
31.8	-51.6672
31.9	-51.5401
32.0	-51.4163
32.1	-51.2957
32.2	-51.1782
32.3	-51.0637
32.4	-50.9522
32.5	-50.8435
32.6	-50.7377
32.7	-50.6346
32.8	-50.5342
32.9	-50.4365
33.0	-50.3412
33.1	-50.2485
33.2	-50.1581
33.3	-50.0702
33.4	-49.9845
33.5	-49.9011
33.6	-49.82
33.7	-49.7409
33.8	-49.664
33.9	-49.5891
34.0	-49.5162
34.1	-49.4453
34.2	-49.3763
34.3	-49.3091
34.4	-49.2438
34.5	-49.1802
34.6	-49.1184
34.7	-49.0583
34.8	-48.9998
34.9	-48.9429
35.0	-48.8877
35.1	-48.8339
35.2	-48.7817
35.3	-48.7309
35.4	-48.6816
35.5	-48.6336
